Division,Field_No,Year,Season,Annual_Rounds,Months_In_Season,Target_Days,Near_Pruning_Flag,Extent_Hect,Age_Months,Days_Since_Last_Pruning,Prune_Cycle_Stage,Soil_pH,Soil_Carbon,Ph_Deviation,Type_VP,Type_SD,Yield_Prev_Year,Yield_Avg_Last3,Yield_Trend_Last3,Field_Productivity,Rainfall_Current,WetDays_Current,Rainfall_Lag1,WetDays_Lag1,Rainfall_Lag2,WetDays_Lag2,Rainfall_Lag3,WetDays_Lag3,Rainfall_Sum_3,Rain_Intensity_Lag1,Leaching_Risk,Growth_Response,Div_LVO,Div_UVO,Div_UDK,Div_LDK,Div_AGO,Target_Lag1,Target_Lag2,Solar_Current,Solar_Lag1,Solar_Lag2,Solar_Rain_Int
AGO,3A,2024,23/24,29.0,12,12.4138,0,5.0,31.0,1054.0,0.9625570776255707,5.04,2.04,0.04,1,0,791.0,1230.3333333333333,-699.0,3955.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,277.60000000000025,7314760.0,0,0,0,0,1,,,4.82136,5.17892,4.8356,35941.7048
AGO,3B,2024,23/24,22.0,12,16.3636,0,4.5,25.0,867.0,0.7917808219178082,4.64,2.41,0.3600000000000003,1,0,1006.0,1226.6666666666667,-353.0,4527.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,2498.4000000000024,6016980.0,0,0,0,0,1,,,4.82136,5.17892,4.8356,35941.7048
AGO,4A,2024,23/24,30.0,12,12.0,0,4.0,12.0,488.0,0.445662100456621,5.3,1.73,0.2999999999999998,1,0,1444.0,1465.3333333333333,428.0,5776.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,2081.999999999998,3386720.0,0,0,0,0,1,,,4.82136,5.17892,4.8356,35941.7048
AGO,9G,2024,23/24,30.0,12,12.0,0,4.0,7.0,333.0,0.3041095890410959,4.57,2.94,0.4299999999999997,1,0,934.0,1300.6666666666667,-753.0,3736.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,2984.199999999998,2311020.0,0,0,0,0,1,,,4.82136,5.17892,4.8356,35941.7048
AGO,9H,2024,23/24,27.0,12,13.3333,0,4.0,18.0,651.0,0.5945205479452055,5.49,2.92,0.4900000000000002,1,0,1132.0,1025.0,85.0,4528.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,3400.6000000000013,4517940.0,0,0,0,0,1,,,4.82136,5.17892,4.8356,35941.7048
AGO,9I,2024,23/24,34.0,12,10.5882,0,3.5,36.0,1200.0,1.095890410958904,5.27,1.5,0.2699999999999996,1,0,672.0,1016.0,-454.0,2352.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,1873.799999999997,8328000.0,0,0,0,0,1,,,4.82136,5.17892,4.8356,35941.7048
LDK,44,2024,23/24,19.0,12,18.9474,0,9.5,18.0,649.0,0.5926940639269407,5.42,2.64,0.4199999999999999,1,0,955.0,1413.3333333333333,-330.0,9072.5,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,2914.8,4504060.0,0,0,0,1,0,,,4.82136,5.17892,4.8356,35941.7048
LDK,45,2024,23/24,32.0,12,11.25,0,3.75,36.0,1210.0,1.1050228310502284,4.59,2.72,0.4100000000000001,1,0,1749.0,1763.0,-152.0,6558.75,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,2845.400000000001,8397400.0,0,0,0,1,0,,,4.82136,5.17892,4.8356,35941.7048
LDK,45A,2024,23/24,29.0,12,12.4138,0,3.75,6.0,307.0,0.2803652968036529,4.7,1.01,0.2999999999999998,1,0,504.0,1348.0,-1397.0,1890.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,2081.999999999998,2130580.0,0,0,0,1,0,,,4.82136,5.17892,4.8356,35941.7048
LDK,46,2024,23/24,31.0,12,11.6129,0,3.0,31.0,1038.0,0.947945205479452,4.55,2.02,0.4500000000000002,1,0,1385.0,1939.6666666666667,-896.0,4155.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,3123.0000000000014,7203720.0,0,0,0,1,0,,,4.82136,5.17892,4.8356,35941.7048
LDK,47,2024,23/24,31.0,12,11.6129,0,1.5,31.0,1038.0,0.947945205479452,4.83,1.83,0.1699999999999999,1,0,1395.0,2062.333333333333,-826.0,2092.5,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,1179.7999999999995,7203720.0,0,0,0,1,0,,,4.82136,5.17892,4.8356,35941.7048
LDK,50,2024,23/24,30.0,12,12.0,0,3.0,12.0,488.0,0.445662100456621,4.89,1.44,0.1100000000000003,1,0,1901.0,1684.6666666666667,176.0,5703.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,763.4000000000023,3386720.0,0,0,0,1,0,,,4.82136,5.17892,4.8356,35941.7048
LDK,51,2024,23/24,29.0,12,12.4138,0,3.0,1.0,130.0,0.1187214611872146,4.77,1.24,0.2300000000000004,1,0,1825.0,1899.6666666666667,-398.0,5475.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,1596.200000000003,902200.0,0,0,0,1,0,,,4.82136,5.17892,4.8356,35941.7048
LDK,52,2024,23/24,27.0,12,13.3333,0,2.0,30.0,1019.0,0.930593607305936,5.33,1.68,0.33,1,0,1737.0,2167.333333333333,-702.0,3474.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,2290.2000000000003,7071860.0,0,0,0,1,0,,,4.82136,5.17892,4.8356,35941.7048
LDK,52A,2024,23/24,21.0,12,17.1429,0,2.0,25.0,858.0,0.7835616438356164,4.86,2.89,0.1399999999999996,1,0,1615.0,2094.6666666666665,-694.0,3230.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,971.5999999999976,5954520.0,0,0,0,1,0,,,4.82136,5.17892,4.8356,35941.7048
LDK,53,2024,23/24,20.0,12,18.0,0,2.0,24.0,829.0,0.7570776255707763,4.78,1.65,0.2199999999999997,1,0,1514.0,1849.0,-382.0,3028.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,1526.7999999999984,5753260.0,0,0,0,1,0,,,4.82136,5.17892,4.8356,35941.7048
LVO,1,2024,23/24,17.0,12,21.1765,0,4.0,24.0,829.0,0.7570776255707763,4.87,1.4,0.1299999999999999,1,0,1069.0,1347.6666666666667,-618.0,4276.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,902.1999999999992,5753260.0,1,0,0,0,0,,,4.82136,5.17892,4.8356,35941.7048
LVO,2,2024,23/24,27.0,12,13.3333,0,9.0,17.0,634.0,0.5789954337899543,5.45,1.01,0.4500000000000002,1,0,1118.0,1176.0,382.0,10062.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,3123.0000000000014,4399960.0,1,0,0,0,0,,,4.82136,5.17892,4.8356,35941.7048
LVO,3,2024,23/24,25.0,12,14.4,0,5.0,7.0,325.0,0.2968036529680365,5.23,2.63,0.2300000000000004,1,0,1493.0,1343.3333333333333,-239.0,7465.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,1596.200000000003,2255500.0,1,0,0,0,0,,,4.82136,5.17892,4.8356,35941.7048
LVO,3B,2024,23/24,29.0,12,12.4138,0,5.0,18.0,646.0,0.5899543378995433,5.1,2.41,0.0999999999999996,1,0,1475.0,1267.3333333333333,254.0,7375.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,693.9999999999975,4483240.0,1,0,0,0,0,,,4.82136,5.17892,4.8356,35941.7048
LVO,4,2024,23/24,27.0,12,13.3333,0,,,,,4.68,2.46,0.3200000000000003,0,0,,,,,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,2220.800000000002,,1,0,0,0,0,,,4.82136,5.17892,4.8356,35941.7048
LVO,4B,2024,23/24,27.0,12,13.3333,0,,,,,4.8,2.28,0.2000000000000001,0,0,,,,,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,1388.0000000000011,,1,0,0,0,0,,,4.82136,5.17892,4.8356,35941.7048
LVO,5,2024,23/24,29.0,12,12.4138,0,7.0,13.0,500.0,0.45662100456621,4.66,2.46,0.3399999999999998,1,0,1344.0,1431.0,272.0,9408.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,2359.599999999999,3470000.0,1,0,0,0,0,,,4.82136,5.17892,4.8356,35941.7048
LVO,5A,2024,23/24,21.0,12,17.1429,0,7.0,18.0,644.0,0.5881278538812785,4.66,2.54,0.3399999999999998,1,0,1159.0,1206.6666666666667,536.0,8113.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,2359.599999999999,4469360.0,1,0,0,0,0,,,4.82136,5.17892,4.8356,35941.7048
LVO,6,2024,23/24,27.0,12,13.3333,0,6.0,1.0,142.0,0.1296803652968036,4.56,1.15,0.4400000000000004,1,0,1129.0,1356.0,-879.0,6774.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,3053.600000000002,985480.0,1,0,0,0,0,,,4.82136,5.17892,4.8356,35941.7048
LVO,6A,2024,23/24,33.0,12,10.9091,0,5.0,37.0,1219.0,1.11324200913242,5.37,1.72,0.3700000000000001,1,0,632.0,1452.6666666666667,-1583.0,3160.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,2567.8000000000006,8459860.0,1,0,0,0,0,,,4.82136,5.17892,4.8356,35941.7048
LVO,7,2024,23/24,21.0,12,17.1429,0,7.0,25.0,867.0,0.7917808219178082,5.1,1.23,0.0999999999999996,1,0,1385.0,1611.0,-407.0,9695.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,693.9999999999975,6016980.0,1,0,0,0,0,,,4.82136,5.17892,4.8356,35941.7048
LVO,7A,2024,23/24,13.0,12,27.6923,0,6.0,24.0,841.0,0.7680365296803653,5.21,2.73,0.2099999999999999,1,0,1191.0,1565.3333333333333,-765.0,7146.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,1457.4,5836540.0,1,0,0,0,0,,,4.82136,5.17892,4.8356,35941.7048
LVO,8,2024,23/24,25.0,12,14.4,0,8.5,12.0,490.0,0.4474885844748858,4.52,2.25,0.4800000000000004,1,0,1108.0,1215.3333333333333,341.0,9418.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,3331.200000000003,3400600.0,1,0,0,0,0,,,4.82136,5.17892,4.8356,35941.7048
LVO,9A,2024,23/24,22.0,12,16.3636,0,5.0,30.0,1007.0,0.919634703196347,5.47,1.66,0.4699999999999997,1,0,1151.0,1373.0,-336.0,5755.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,3261.7999999999984,6988580.0,1,0,0,0,0,,,4.82136,5.17892,4.8356,35941.7048
LVO,9B,2024,23/24,29.0,12,12.4138,0,5.0,6.0,307.0,0.2803652968036529,5.33,1.13,0.33,1,0,1542.0,1534.3333333333333,-431.0,7710.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,2290.2000000000003,2130580.0,1,0,0,0,0,,,4.82136,5.17892,4.8356,35941.7048
LVO,9C,2024,23/24,28.0,12,12.8571,0,5.0,30.0,1018.0,0.9296803652968036,4.71,1.62,0.29,1,0,920.0,1240.0,-511.0,4600.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,2012.6,7064920.0,1,0,0,0,0,,,4.82136,5.17892,4.8356,35941.7048
LVO,9D,2024,23/24,29.0,12,12.4138,0,5.0,42.0,1382.0,1.2621004566210046,4.68,1.65,0.3200000000000003,1,0,658.0,1323.6666666666667,-1359.0,3290.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,2220.800000000002,9591080.0,1,0,0,0,0,,,4.82136,5.17892,4.8356,35941.7048
UDK,23,2024,23/24,26.0,12,13.8462,0,7.0,36.0,1207.0,1.102283105022831,4.62,1.32,0.3799999999999999,1,0,882.0,1598.0,-893.0,6174.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,2637.2,8376580.0,0,0,1,0,0,,,4.82136,5.17892,4.8356,35941.7048
UDK,24,2024,23/24,14.0,12,25.7143,0,5.0,24.0,837.0,0.7643835616438356,5.0,2.86,0.0,1,0,1543.0,1490.3333333333333,349.0,7715.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,0.0,5808780.0,0,0,1,0,0,,,4.82136,5.17892,4.8356,35941.7048
UDK,24A,2024,23/24,20.0,12,18.0,0,5.0,18.0,664.0,0.6063926940639269,4.53,2.62,0.4699999999999997,1,0,1397.0,1647.3333333333333,121.0,6985.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,3261.7999999999984,4608160.0,0,0,1,0,0,,,4.82136,5.17892,4.8356,35941.7048
UDK,25,2024,23/24,24.0,12,15.0,0,4.0,17.0,641.0,0.5853881278538813,5.41,2.27,0.4100000000000001,1,0,1537.0,1832.3333333333333,-122.0,6148.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,2845.400000000001,4448540.0,0,0,1,0,0,,,4.82136,5.17892,4.8356,35941.7048
UDK,26,2024,23/24,36.0,12,10.0,0,7.5,6.0,307.0,0.2803652968036529,4.76,2.74,0.2400000000000002,1,0,1869.0,1543.6666666666667,-15.0,14017.5,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,1665.6000000000015,2130580.0,0,0,1,0,0,,,4.82136,5.17892,4.8356,35941.7048
UDK,26A,2024,23/24,24.0,12,15.0,0,7.0,17.0,614.0,0.5607305936073059,5.16,2.61,0.1600000000000001,1,0,1524.0,1450.3333333333333,228.0,10668.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,1110.400000000001,4261160.0,0,0,1,0,0,,,4.82136,5.17892,4.8356,35941.7048
UDK,27,2024,23/24,27.0,12,13.3333,0,4.5,37.0,1219.0,1.11324200913242,4.81,1.37,0.1900000000000004,1,0,1638.0,1856.0,-473.0,7371.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,1318.6000000000026,8459860.0,0,0,1,0,0,,,4.82136,5.17892,4.8356,35941.7048
UDK,27A,2024,23/24,24.0,12,15.0,0,5.0,1.0,135.0,0.1232876712328767,5.02,2.79,0.0199999999999995,1,0,602.0,1510.6666666666667,-1509.0,3010.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,138.79999999999706,936900.0,0,0,1,0,0,,,4.82136,5.17892,4.8356,35941.7048
UDK,28,2024,23/24,21.0,12,17.1429,0,4.0,31.0,1046.0,0.9552511415525116,5.1,1.85,0.0999999999999996,0,1,680.0,1085.3333333333333,-437.0,2720.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,693.9999999999975,7259240.0,0,0,1,0,0,,,4.82136,5.17892,4.8356,35941.7048
UDK,29,2024,23/24,27.0,12,13.3333,0,4.0,1.0,139.0,0.1269406392694063,5.05,2.08,0.0499999999999998,1,0,1308.0,1751.3333333333333,-824.0,5232.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,346.99999999999875,964660.0,0,0,1,0,0,,,4.82136,5.17892,4.8356,35941.7048
UDK,30,2024,23/24,19.0,12,18.9474,0,4.0,25.0,859.0,0.7844748858447489,4.68,2.61,0.3200000000000003,1,0,1743.0,2089.6666666666665,-413.0,6972.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,2220.800000000002,5961460.0,0,0,1,0,0,,,4.82136,5.17892,4.8356,35941.7048
UDK,30A,2024,23/24,23.0,12,15.6522,0,5.0,31.0,1041.0,0.9506849315068492,5.47,2.79,0.4699999999999997,1,0,1172.0,1663.3333333333333,-1078.0,5860.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,3261.7999999999984,7224540.0,0,0,1,0,0,,,4.82136,5.17892,4.8356,35941.7048
UDK,32,2024,23/24,25.0,12,14.4,0,6.0,13.0,495.0,0.4520547945205479,5.28,1.64,0.2800000000000002,1,0,1387.0,1343.6666666666667,-42.0,8322.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,1943.2000000000016,3435300.0,0,0,1,0,0,,,4.82136,5.17892,4.8356,35941.7048
UDK,33,2024,23/24,24.0,12,15.0,0,6.0,30.0,1019.0,0.930593607305936,5.44,1.22,0.4400000000000004,1,0,1841.0,2522.333333333333,-1032.0,11046.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,3053.600000000002,7071860.0,0,0,1,0,0,,,4.82136,5.17892,4.8356,35941.7048
UDK,49,2024,23/24,29.0,12,12.4138,0,7.0,7.0,325.0,0.2968036529680365,5.39,1.46,0.3899999999999997,1,0,2011.0,1699.0,-124.0,14077.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,2706.5999999999976,2255500.0,0,0,1,0,0,,,4.82136,5.17892,4.8356,35941.7048
UVO,10,2024,23/24,26.0,12,13.8462,0,,,,,4.6,1.46,0.4000000000000003,0,0,,,,,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,2776.0000000000023,,0,1,0,0,0,,,4.82136,5.17892,4.8356,35941.7048
UVO,11,2024,23/24,29.0,12,12.4138,0,3.0,12.0,490.0,0.4474885844748858,5.02,2.77,0.0199999999999995,0,0,1669.0,1794.0,74.0,5007.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,138.79999999999706,3400600.0,0,1,0,0,0,,,4.82136,5.17892,4.8356,35941.7048
UVO,12,2024,23/24,26.0,12,13.8462,0,4.0,43.0,1406.0,1.2840182648401826,4.93,1.94,0.0700000000000002,1,0,1364.0,1155.0,302.0,5456.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,485.800000000002,9757640.0,0,1,0,0,0,,,4.82136,5.17892,4.8356,35941.7048
UVO,13,2024,23/24,24.0,12,15.0,0,6.0,37.0,1219.0,1.11324200913242,4.79,1.24,0.2099999999999999,1,0,696.0,1012.6666666666666,-686.0,4176.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,1457.4,8459860.0,0,1,0,0,0,,,4.82136,5.17892,4.8356,35941.7048
UVO,13A,2024,23/24,29.0,12,12.4138,0,4.0,1.0,134.0,0.1223744292237443,5.11,2.43,0.1100000000000003,1,0,568.0,1093.3333333333333,-885.0,2272.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,763.4000000000023,929960.0,0,1,0,0,0,,,4.82136,5.17892,4.8356,35941.7048
UVO,14,2024,23/24,26.0,12,13.8462,0,,,,,5.18,1.15,0.1799999999999997,0,0,,,,,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,1249.199999999998,,0,1,0,0,0,,,4.82136,5.17892,4.8356,35941.7048
UVO,16,2024,23/24,26.0,12,13.8462,0,,,,,4.8,2.51,0.2000000000000001,0,0,,,,,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,1388.0000000000011,,0,1,0,0,0,,,4.82136,5.17892,4.8356,35941.7048
UVO,16A,2024,23/24,26.0,12,13.8462,0,,,,,4.94,1.58,0.0599999999999996,0,0,,,,,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,416.3999999999973,,0,1,0,0,0,,,4.82136,5.17892,4.8356,35941.7048
UVO,16NC,2024,23/24,21.0,12,17.1429,0,1.0,30.0,1006.0,0.9187214611872146,5.31,1.82,0.3099999999999996,1,0,,,,,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,2151.3999999999974,6981640.0,0,1,0,0,0,,,4.82136,5.17892,4.8356,35941.7048
UVO,17,2024,23/24,31.0,12,11.6129,0,4.0,1.0,134.0,0.1223744292237443,4.64,2.52,0.3600000000000003,1,0,1774.0,1540.6666666666667,-254.0,7096.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,4440.0,186.0,17721.0,34.527363184079604,2498.4000000000024,929960.0,0,1,0,0,0,,,4.82136,5.17892,4.8356,35941.7048
